area,baths,beds,bathrooms,dining room,distance from airport (kms),drawing room,electricity backup,flooring,floors,kids play area,kitchens,lounge or sitting room,study room,waste disposal,price per sq yard,price,Flat,House,Lower Portion,Penthouse,Room,Upper Portion,Bahria Town Karachi,Cantt,Clifton,DHA Defence,Federal B Area,Gadap Town,Gulistan-e-Jauhar,Gulshan-e-Iqbal Town,Jamshed Town,Malir,North Nazimabad,Others,Scheme 33
106,2,2,0,0,0,0,0,0,0,0,0,0,0,0,84905,9000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
333,4,4,0,0,0,0,0,0,0,0,0,0,0,0,120120,40000000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
267,4,3,0,0,0,0,0,0,0,0,0,0,0,0,159176,42500000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
311,4,3,0,0,0,0,0,0,0,0,0,0,0,0,136655,42500000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
267,3,3,3,0,0,0,0,1,0,0,1,0,0,1,144194,38500000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
300,3,3,3,0,0,0,0,1,0,0,1,1,0,1,141666,42500000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
150,3,3,0,0,0,0,0,0,0,0,0,0,0,0,166666,25000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
200,4,4,0,0,0,0,0,0,0,0,0,0,0,0,87500,17500000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94,2,2,0,0,0,0,0,0,0,0,0,0,0,0,90425,8500000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
111,2,2,0,0,0,0,0,0,0,0,0,0,0,0,72072,8000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
94,2,2,0,0,0,0,0,0,0,0,0,0,0,0,94680,8900000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200,6,6,0,0,0,0,0,0,0,0,0,0,0,0,137500,27500000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
240,3,3,0,0,0,0,0,0,0,0,0,0,0,0,160416,38500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
144,3,3,0,0,0,0,0,0,0,0,0,0,0,0,41666,6000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
244,3,3,0,0,0,0,0,0,0,0,0,0,0,0,55327,13500000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90,2,2,0,0,0,0,0,0,0,0,0,0,0,0,55555,5000000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
194,4,4,0,0,0,0,0,0,0,0,0,0,0,0,77319,15000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
200,4,4,0,0,0,0,0,0,0,0,0,0,0,0,87500,17500000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
120,4,4,0,0,0,0,0,0,0,0,0,0,0,0,191666,23000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
267,3,3,0,0,0,0,0,0,0,0,0,0,0,0,106741,28500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120,4,4,0,0,0,0,0,0,0,0,0,0,0,0,145833,17500000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
156,2,2,0,0,0,0,0,0,0,0,0,0,0,0,99358,15500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85,3,3,0,0,0,0,0,0,0,0,0,0,0,0,51764,4400000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,2,2,0,0,0,0,0,0,0,0,0,0,0,0,72000,7200000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,4,4,0,0,0,0,0,0,0,0,0,0,0,0,100000,12000000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
83,2,2,0,0,0,0,0,0,0,0,0,0,0,0,45783,3800000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
136,5,4,0,0,0,0,0,0,0,0,0,0,0,0,143382,19500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72,2,2,0,0,0,0,0,0,0,0,0,0,0,0,73611,5300000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78,2,2,0,0,0,0,0,0,0,0,0,0,0,0,53846,4200000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
200,5,5,0,0,0,0,0,0,0,0,0,0,0,0,87500,17500000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
90,3,4,0,0,0,0,0,0,0,0,0,0,0,0,66666,6000000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
83,2,2,0,0,0,0,0,0,0,0,0,0,0,0,45783,3800000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
136,5,4,0,0,0,0,0,0,0,0,0,0,0,0,143382,19500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72,2,2,0,0,0,0,0,0,0,0,0,0,0,0,73611,5300000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78,2,2,0,0,0,0,0,0,0,0,0,0,0,0,53846,4200000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
200,5,5,0,0,0,0,0,0,0,0,0,0,0,0,87500,17500000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
111,2,2,0,0,0,0,0,0,0,0,0,0,0,0,85585,9500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
167,4,4,0,0,0,0,0,0,0,0,0,0,0,0,47904,8000000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
240,4,3,0,0,0,0,0,0,0,0,0,0,0,0,67500,16200000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
240,7,10,0,0,0,0,0,0,0,0,0,0,0,0,175000,42000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
240,7,10,0,0,0,0,0,0,0,0,0,0,0,0,175000,42000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,3,2,0,0,0,0,0,0,0,0,0,0,0,0,105263,14000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200,3,3,0,0,0,0,0,0,0,0,0,0,0,0,62500,12500000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
106,2,2,0,0,0,0,0,0,0,0,0,0,0,0,103773,11000000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
240,3,3,0,0,0,0,0,0,0,0,0,0,0,0,145833,35000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,1,2,0,0,0,0,0,0,0,0,0,0,0,0,48888,2200000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
122,3,2,0,0,0,0,0,0,0,0,0,0,0,0,80327,9800000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
178,3,3,0,0,0,0,0,0,0,0,0,0,0,0,89887,16000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
83,2,2,0,0,0,0,0,0,0,0,0,0,0,0,91566,7600000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
133,3,3,0,0,0,0,0,0,0,0,0,0,0,0,105263,14000000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60,2,2,0,0,0,0,0,0,0,0,0,0,0,0,165000,9900000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
111,3,3,0,0,0,0,0,0,0,0,0,0,0,0,49549,5500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
240,3,3,0,0,0,0,0,0,0,0,0,0,0,0,62500,15000000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
144,3,3,0,0,0,0,0,0,0,0,0,0,0,0,64583,9300000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
240,3,3,0,0,0,0,0,0,0,0,0,0,0,0,62500,15000000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,81818,3600000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,2,2,0,0,0,0,0,0,0,0,0,0,0,0,94029,6300000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250,6,5,0,0,0,0,0,0,0,0,0,0,0,0,104000,26000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
200,6,6,0,0,0,0,0,0,0,0,0,0,0,0,135000,27000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
240,6,6,0,0,0,0,0,0,0,0,0,0,0,0,191666,46000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
289,3,3,0,0,0,0,0,0,0,0,0,0,0,0,103806,30000000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
289,3,3,0,0,0,0,0,0,0,0,0,0,0,0,110726,32000000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
286,3,3,0,0,0,0,0,0,0,0,0,0,0,0,101398,29000000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
240,8,6,0,0,0,0,0,0,0,0,0,0,0,0,158333,38000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
240,8,6,0,0,0,0,0,0,0,0,0,0,0,0,150000,36000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150,3,2,0,0,0,0,0,0,0,0,0,0,0,0,76666,11500000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
400,8,6,0,0,0,0,0,0,0,0,0,0,0,0,122500,49000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,2,2,0,0,0,0,0,0,0,0,0,0,0,0,119811,12700000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100,2,2,0,0,0,0,0,0,0,0,0,0,0,0,110000,11000000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
160,3,3,0,0,0,0,0,0,0,0,0,0,0,0,65625,10500000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,55681,2450000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
178,3,3,0,0,0,0,0,0,0,0,0,0,0,0,101123,18000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
240,3,3,0,0,0,0,0,0,0,0,0,0,0,0,124166,29800000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
160,3,3,0,0,0,0,0,0,0,0,0,0,0,0,118750,19000000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
200,4,4,0,0,0,0,0,0,0,0,0,0,0,0,185000,37000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
156,3,3,0,0,0,0,0,0,0,0,0,0,0,0,92948,14500000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
200,3,3,0,0,0,0,0,0,0,0,0,0,0,0,87500,17500000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
244,4,4,0,0,0,0,0,0,0,0,0,0,0,0,73770,18000000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
189,3,3,0,0,0,0,0,0,0,0,0,0,0,0,116402,22000000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
300,3,3,0,0,0,0,0,0,0,0,0,0,0,0,90000,27000000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230,3,3,0,0,0,0,0,0,0,0,0,0,0,0,73913,17000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
178,3,3,0,0,0,0,0,0,0,0,0,0,0,0,73033,13000000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
128,3,3,0,0,0,0,0,0,0,0,0,0,0,0,70312,9000000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
150,3,3,0,0,0,0,0,0,0,0,0,0,0,0,76666,11500000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
233,6,6,0,0,0,0,0,0,0,0,0,0,0,0,68669,16000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,2,2,0,0,0,0,0,0,0,0,0,0,0,0,76923,6000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120,2,2,0,0,0,0,0,0,0,0,0,0,0,0,137500,16500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
122,2,2,0,0,0,0,0,0,0,0,0,0,0,0,61475,7500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
189,4,3,0,0,0,0,0,0,0,0,0,0,0,0,47619,9000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120,3,3,0,0,0,0,0,0,0,0,0,0,0,0,58333,7000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
135,3,3,0,0,0,0,0,0,0,0,0,0,0,0,59259,8000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
240,7,6,0,0,0,0,0,0,0,0,0,0,0,0,145833,35000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,2,2,0,0,0,0,0,0,0,0,0,0,0,0,67924,7200000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
84,3,3,0,0,0,0,0,0,0,0,0,0,0,0,73809,6200000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
240,6,6,0,0,0,0,0,0,0,0,0,0,0,0,197916,47500000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
240,6,6,0,0,0,0,0,0,0,0,0,0,0,0,197916,47500000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
300,5,4,0,0,0,0,0,0,0,0,0,0,0,0,63333,19000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139,3,3,0,0,0,0,0,0,0,0,0,0,0,0,93525,13000000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
156,3,3,0,0,0,0,0,0,0,0,0,0,0,0,96153,15000000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
200,3,3,0,0,0,0,0,0,0,0,0,0,0,0,137500,27500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
144,3,3,0,0,0,0,0,0,0,0,0,0,0,0,86805,12500000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
133,3,3,0,0,0,0,0,0,0,0,0,0,0,0,78947,10500000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
211,3,3,0,0,0,0,1,1,0,0,0,0,0,0,59241,12500000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
111,2,2,2,0,0,0,0,0,0,0,1,0,0,0,67567,7500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
156,3,3,3,0,0,0,0,1,0,0,1,0,0,0,101282,15800000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
405,5,4,5,1,1,1,1,1,0,1,1,1,0,1,108641,44000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
222,3,3,0,0,0,0,0,0,0,0,0,0,0,0,195945,43500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
156,3,3,0,0,0,0,0,0,0,0,0,0,0,0,105769,16500000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
120,5,4,0,0,0,0,0,0,0,0,0,0,0,0,191666,23000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,5,4,0,0,0,0,0,0,0,0,0,0,0,0,179166,21500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,10,9,0,0,0,0,0,0,0,0,0,0,0,0,187500,37500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
78,2,2,2,1,1,0,1,1,0,0,1,1,0,1,97435,7600000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
350,3,3,3,1,0,1,0,0,0,0,0,0,0,0,71428,25000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125,3,3,3,1,0,0,0,1,2,0,1,1,0,0,148000,18500000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
200,10,9,0,0,0,0,0,0,0,0,0,0,0,0,187500,37500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200,3,3,0,0,0,0,0,0,0,0,0,0,0,0,72500,14500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
122,2,2,0,0,0,0,0,0,0,0,0,0,0,0,98360,12000000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120,2,2,0,0,0,0,0,0,0,0,0,0,0,0,81666,9800000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106,2,2,0,0,0,0,0,0,0,0,0,0,0,0,83018,8800000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
200,3,3,0,0,0,0,0,0,0,0,0,0,0,0,97500,19500000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,2,2,0,0,0,0,1,1,0,0,0,0,0,0,183333,22000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
240,3,3,3,0,0,0,0,0,0,0,1,0,0,0,125000,30000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72,2,2,0,0,0,0,1,1,0,0,0,0,0,0,43055,3100000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120,4,4,1,0,0,0,1,1,0,0,0,0,0,0,145833,17500000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
106,2,2,2,1,0,1,1,1,0,0,1,0,0,0,80188,8500000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
156,3,3,0,0,0,0,0,0,0,0,0,0,0,0,76923,12000000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
120,2,2,0,0,0,0,0,0,0,0,0,0,0,0,58333,7000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120,2,2,0,0,0,0,0,0,0,0,0,0,0,0,53750,6450000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84,2,2,0,0,0,0,0,0,0,0,0,0,0,0,71428,6000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
139,3,3,0,0,0,0,0,0,0,0,0,0,0,0,107913,15000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
139,3,3,0,0,0,0,0,0,0,0,0,0,0,0,107913,15000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
240,6,6,0,0,0,0,0,0,0,0,0,0,0,0,197916,47500000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
240,6,6,0,0,0,0,0,0,0,0,0,0,0,0,197916,47500000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
222,3,3,0,0,0,0,0,0,0,0,0,0,0,0,195945,43500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
156,3,3,0,0,0,0,0,0,0,0,0,0,0,0,105769,16500000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167,3,3,3,0,0,0,1,1,0,0,1,0,0,0,98802,16500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
211,4,4,4,0,0,0,1,1,0,0,1,0,0,0,111374,23500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
94,2,2,2,0,0,0,0,1,0,0,1,0,0,0,69148,6500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111,2,2,2,1,0,1,0,0,0,1,1,1,0,0,43243,4800000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150,3,3,0,0,0,0,0,0,0,0,0,0,0,0,56666,8500000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
200,3,3,3,1,1,1,0,0,0,0,1,1,0,0,115000,23000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111,2,2,2,1,0,1,1,1,0,0,0,0,0,1,63063,7000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
152,3,4,3,0,1,0,0,1,0,0,1,0,0,0,95394,14500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
133,3,3,3,1,0,1,0,0,0,0,1,0,0,0,63909,8500000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
152,2,2,2,0,1,0,1,1,0,0,1,0,0,0,95394,14500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60,1,2,1,0,0,0,0,0,0,0,0,0,0,0,63333,3800000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
139,2,2,2,1,0,1,1,1,0,0,1,1,0,1,166906,23200000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120,3,2,3,0,0,0,0,1,0,0,1,0,0,0,70833,8500000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
85,2,2,0,0,0,1,0,0,0,0,0,0,0,0,49411,4200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
122,3,2,0,0,0,0,0,1,0,0,0,0,0,0,55737,6800000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
240,3,3,3,0,1,0,0,1,0,0,1,0,0,0,91666,22000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
240,8,6,8,1,1,1,1,1,2,0,2,1,1,1,164583,39500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
244,4,4,0,1,0,1,1,1,1,0,1,1,0,0,143442,35000000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,2,2,2,0,0,0,0,0,0,0,0,0,0,0,70000,7000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
150,3,2,3,1,1,1,1,1,0,1,1,1,0,1,110000,16500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
167,3,3,3,1,1,1,1,1,3,0,1,1,0,0,140718,23500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
222,4,3,0,1,0,1,1,1,0,0,0,1,1,1,186936,41500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128,3,2,0,0,0,0,0,1,0,1,0,0,0,1,195312,25000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
144,3,3,3,0,0,0,1,1,0,0,1,0,0,0,86111,12400000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
250,6,5,6,0,0,0,0,0,2,0,3,0,0,0,158000,39500000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
83,2,2,2,0,1,0,1,1,0,0,1,0,0,0,65662,5450000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55,1,1,2,0,1,0,1,1,0,0,1,0,0,0,63636,3500000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
130,2,2,2,0,1,0,1,1,0,0,1,0,0,0,44615,5800000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
235,3,3,1,1,1,1,1,1,0,1,0,1,0,1,82978,19500000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
152,3,3,0,0,1,0,1,1,0,0,1,0,0,0,125000,19000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80,4,6,4,0,0,1,0,1,2,0,0,1,1,0,131250,10500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
62,5,5,5,0,0,0,0,0,0,0,3,0,0,0,145161,9000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,2,2,2,0,1,0,0,0,0,0,1,0,0,0,42000,4200000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
90,3,3,3,0,0,0,0,0,0,0,0,0,0,0,144444,13000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
278,4,4,4,0,0,1,1,1,0,0,1,1,0,1,143884,40000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84,2,2,2,1,0,1,1,1,0,0,1,0,0,0,85714,7200000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
139,3,3,0,0,0,0,0,0,0,0,0,0,0,0,62589,8700000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78,2,2,0,0,0,0,0,0,0,0,0,0,0,0,106410,8300000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200,4,4,0,0,1,0,0,0,0,0,0,0,0,0,180000,36000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
178,3,3,3,0,1,0,1,1,0,0,1,0,0,0,96629,17200000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
240,3,3,3,0,1,0,1,1,1,0,1,0,0,0,164583,39500000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
300,6,6,0,0,0,0,0,0,0,0,0,0,0,0,145000,43500000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
240,6,6,0,0,1,0,0,1,0,0,0,0,0,0,179166,43000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100,2,2,2,0,1,0,1,1,0,0,1,0,0,0,55000,5500000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
152,3,3,3,1,1,1,1,1,2,0,1,0,0,1,135526,20600000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
143,3,3,3,1,1,1,1,1,0,0,1,0,0,0,97202,13899999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,2,2,2,1,1,1,1,1,0,0,1,0,0,1,80000,7600000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,3,3,0,0,0,0,0,0,0,0,0,0,0,0,72500,14500000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
