area,baths,beds,bathrooms,dining room,distance from airport (kms),drawing room,electricity backup,flooring,floors,kids play area,kitchens,lounge or sitting room,study room,waste disposal,price per sq yard,price,Flat,House,Lower Portion,Penthouse,Room,Upper Portion,Bahria Town Karachi,Cantt,Clifton,DHA Defence,Federal B Area,Gadap Town,Gulistan-e-Jauhar,Gulshan-e-Iqbal Town,Jamshed Town,Malir,North Nazimabad,Others,Scheme 33
200,3,3,3,0,0,0,0,1,0,0,1,0,0,0,87500,17500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128,3,3,2,0,0,0,0,1,0,0,1,0,0,0,164062,21000000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106,2,2,2,0,0,0,0,1,0,0,1,0,0,0,103773,11000000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
267,4,3,4,0,0,0,1,1,0,0,1,0,0,0,121722,32500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106,2,2,21,0,0,0,0,1,0,0,1,0,0,0,103773,11000000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
122,3,3,3,0,0,0,0,1,0,0,1,0,0,0,184426,22500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106,2,2,2,0,0,0,0,1,0,0,1,0,0,0,146226,15500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100,2,2,2,0,0,0,1,1,0,0,1,0,0,0,140000,14000000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106,2,2,2,0,0,0,0,1,0,0,1,0,0,0,80188,8500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106,2,2,2,0,0,0,0,1,0,0,1,0,0,0,113207,12000000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200,3,3,3,1,0,1,1,1,0,0,1,1,1,1,125000,25000000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
206,3,3,3,0,0,0,1,1,0,0,1,0,0,0,118932,24500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117,3,3,3,0,0,0,1,1,0,0,1,0,0,0,123931,14500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117,3,3,3,1,0,1,1,1,0,0,1,0,0,0,81196,9500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
152,3,3,3,1,0,1,1,1,0,0,1,0,0,0,95394,14500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
180,3,3,3,0,1,0,1,1,1,0,1,0,0,0,55555,10000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
209,2,2,1,1,1,1,1,1,0,1,1,1,1,1,141148,29500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72,2,2,2,0,1,0,1,1,0,0,1,0,0,0,45138,3250000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
72,2,2,0,0,0,0,0,0,0,0,0,0,0,0,41666,3000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106,2,2,0,0,0,0,0,1,0,0,0,0,0,1,89622,9500000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
122,2,2,2,0,0,0,0,0,0,0,1,0,0,0,90163,11000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
311,4,4,4,0,0,0,0,0,0,0,1,0,0,0,104501,32500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
240,3,3,3,1,0,1,0,1,1,1,1,1,0,0,108333,26000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
120,4,4,4,1,0,1,0,1,1,1,0,1,0,0,158333,19000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,4,4,4,1,0,1,0,1,1,1,1,1,0,0,191666,23000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250,5,5,0,0,1,0,0,0,0,0,0,0,0,0,88000,22000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80,2,2,2,0,1,0,0,0,1,0,1,0,0,0,87500,7000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
183,3,3,3,0,0,0,1,1,0,0,1,0,0,0,136612,25000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
228,4,3,4,0,1,0,1,1,0,0,1,0,0,0,142543,32500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
125,3,3,1,1,1,0,0,0,0,1,0,1,1,0,164000,20500000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125,3,3,1,1,1,0,0,0,0,1,0,1,1,0,172000,21500000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,3,2,3,0,1,0,1,1,0,0,1,0,0,0,124060,16500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
183,4,3,4,0,1,0,0,0,0,0,1,0,0,0,163934,30000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128,3,3,3,0,1,0,0,1,0,0,1,0,0,0,97656,12500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125,4,4,0,0,0,0,0,0,0,0,0,0,0,0,48000,6000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,2,2,2,0,0,0,1,1,0,0,1,0,0,0,101503,13500000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
244,5,4,5,1,1,1,1,1,0,1,1,1,1,1,184426,45000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
120,3,3,3,0,1,0,1,1,2,0,1,0,0,0,179166,21500000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
300,8,8,8,0,1,0,1,1,2,0,3,0,0,0,140000,42000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
56,2,2,2,1,0,1,0,1,0,0,2,1,0,1,116071,6500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106,2,2,2,1,1,1,1,1,0,0,1,1,0,1,127358,13500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
144,3,3,0,0,0,0,1,1,0,0,0,0,0,0,65972,9500000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
130,2,2,2,1,0,1,0,1,0,0,1,1,0,0,115384,15000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
125,2,2,2,1,0,1,1,1,0,0,1,1,1,0,116000,14500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
125,2,2,2,1,0,1,1,1,0,0,1,1,1,0,116000,14500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
125,3,3,1,1,1,0,0,0,0,1,0,1,1,0,164000,20500000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125,3,3,1,1,1,0,0,0,0,1,0,1,1,0,172000,21500000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,3,2,3,0,1,0,1,1,0,0,1,0,0,0,124060,16500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
183,4,3,4,0,1,0,0,0,0,0,1,0,0,0,163934,30000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128,3,3,3,0,1,0,0,1,0,0,1,0,0,0,97656,12500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125,4,4,0,0,0,0,0,0,0,0,0,0,0,0,48000,6000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,2,2,2,0,0,0,1,1,0,0,1,0,0,0,101503,13500000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
244,5,4,5,1,1,1,1,1,0,1,1,1,1,1,184426,45000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
120,3,3,3,0,1,0,1,1,2,0,1,0,0,0,179166,21500000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
300,8,8,8,0,1,0,1,1,2,0,3,0,0,0,140000,42000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
182,3,3,3,0,1,0,1,1,0,0,1,0,0,0,75824,13799999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
250,4,4,0,0,1,0,0,0,0,0,0,0,0,0,88000,22000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
64,2,2,0,0,1,0,0,1,0,0,0,0,0,0,42187,2700000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
300,4,3,4,0,1,0,0,1,3,0,2,0,0,0,78333,23500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
101,2,2,2,0,1,0,1,1,0,0,1,0,0,0,64356,6500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
109,3,3,3,0,1,0,1,1,4,0,1,0,0,0,64220,7000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
116,3,3,3,0,1,0,1,1,0,0,1,0,0,0,64655,7500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
94,2,2,2,1,1,0,0,1,0,0,1,1,0,1,87234,8200000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,2,2,2,0,1,0,1,1,4,0,1,0,0,0,40540,4500000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200,3,3,3,1,1,1,1,1,0,1,1,1,0,1,105000,21000000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100,3,2,3,1,1,1,1,1,0,1,1,1,0,1,85000,8500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200,3,3,3,0,0,0,0,0,0,0,0,0,0,0,60000,12000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
400,3,3,3,0,1,0,1,1,3,0,1,0,0,0,75000,30000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
184,4,3,2,1,1,1,1,1,0,1,1,1,1,1,83152,15300000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
183,3,3,0,0,0,0,1,1,0,0,0,0,0,0,174863,32000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
126,3,3,3,1,1,1,1,1,0,1,1,1,1,0,130952,16500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222,4,4,0,1,0,1,1,1,0,1,0,0,1,1,103603,23000000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
240,3,3,3,1,0,1,0,1,0,1,1,1,0,0,62500,15000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
80,4,4,4,0,1,1,0,1,1,0,2,0,0,0,106250,8500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
194,3,3,3,1,1,1,1,1,0,0,1,1,0,0,128865,25000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,3,2,3,0,0,0,0,1,0,0,0,0,0,0,56000,5600000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
194,3,3,3,1,0,1,0,1,0,0,1,1,0,0,115979,22500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83,2,2,2,0,0,1,0,1,0,0,1,1,0,0,44578,3700000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
200,3,3,3,1,1,1,1,1,0,1,1,1,0,1,105000,21000000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100,3,2,3,1,1,1,1,1,0,1,1,1,0,1,85000,8500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200,3,3,3,0,0,0,0,0,0,0,0,0,0,0,60000,12000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
400,3,3,3,0,1,0,1,1,3,0,1,0,0,0,75000,30000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
184,4,3,2,1,1,1,1,1,0,1,1,1,1,1,83152,15300000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
183,3,3,0,0,0,0,1,1,0,0,0,0,0,0,174863,32000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
126,3,3,3,1,1,1,1,1,0,1,1,1,1,0,130952,16500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222,4,4,0,1,0,1,1,1,0,1,0,0,1,1,103603,23000000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
240,3,3,3,1,0,1,0,1,0,1,1,1,0,0,62500,15000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
80,4,4,4,0,1,1,0,1,1,0,2,0,0,0,106250,8500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,2,2,2,1,0,1,1,1,0,0,1,0,0,0,85000,8500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
222,3,3,3,1,0,1,1,1,0,0,1,1,1,0,168918,37500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
122,3,3,3,1,1,1,1,1,0,0,1,1,0,1,135245,16500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200,3,3,30,0,1,0,1,1,0,0,1,0,0,0,125000,25000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
222,3,3,3,0,1,0,1,1,0,0,1,0,0,0,157657,35000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
133,2,2,2,1,0,1,1,1,0,0,1,0,0,0,101503,13500000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
125,4,4,0,0,1,0,0,0,0,0,0,0,0,0,112000,14000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
84,2,2,0,0,0,0,1,1,0,0,0,0,0,0,47619,4000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
133,2,2,2,1,0,1,1,1,0,0,1,0,0,0,101503,13500000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,2,2,2,1,0,1,1,1,0,0,1,0,0,0,85000,8500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,4,3,0,0,0,0,1,1,1,0,0,0,0,0,136000,17000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
189,3,3,3,1,0,1,1,1,0,0,1,0,0,0,185185,35000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111,3,2,3,1,1,1,1,1,0,0,1,1,0,1,121621,13500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
250,3,3,3,1,0,1,0,0,0,0,1,0,0,0,76000,19000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
152,3,3,3,1,0,1,0,0,0,0,1,0,0,0,122368,18600000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106,2,2,2,1,0,1,0,0,0,0,1,0,0,0,84905,9000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
194,4,3,4,1,1,1,1,1,0,0,1,1,1,1,180412,35000000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
133,3,3,3,1,0,1,0,1,0,0,1,0,0,1,56390,7500000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80,2,2,2,0,1,0,0,1,1,0,0,0,0,0,93750,7500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
222,3,3,3,1,0,1,1,1,0,0,1,1,1,0,168918,37500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
222,3,3,3,1,0,1,1,1,0,0,1,1,1,0,168918,37500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
139,3,3,3,0,0,0,0,0,0,0,1,0,0,0,61870,8600000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,1,1,1,0,1,0,0,1,0,0,1,0,0,0,63636,2800000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
267,2,2,2,1,1,1,0,0,0,0,1,1,0,0,73033,19500000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83,2,2,2,0,0,0,0,0,0,0,1,0,0,0,168674,14000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
222,3,3,3,1,0,1,1,1,0,1,1,1,0,1,168918,37500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
222,3,3,3,1,0,1,1,1,0,0,1,1,1,0,168918,37500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111,3,2,3,1,1,1,1,1,0,0,1,1,0,1,121621,13500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
250,3,3,3,1,0,1,0,0,0,0,1,0,0,0,76000,19000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
152,3,3,3,1,0,1,0,0,0,0,1,0,0,0,122368,18600000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106,2,2,2,1,0,1,0,0,0,0,1,0,0,0,84905,9000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
194,4,3,4,1,1,1,1,1,0,0,1,1,1,1,180412,35000000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
133,3,3,3,1,0,1,0,1,0,0,1,0,0,1,56390,7500000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80,2,2,2,0,1,0,0,1,1,0,0,0,0,0,93750,7500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
222,3,3,3,1,0,1,1,1,0,0,1,1,1,0,168918,37500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
222,3,3,3,1,0,1,1,1,0,0,1,1,1,0,168918,37500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
217,4,3,4,0,1,0,0,1,0,0,1,0,0,0,80645,17500000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100,2,2,2,1,0,1,1,1,0,0,0,0,0,1,85000,8500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
153,3,3,3,1,1,1,1,1,0,0,1,1,0,1,84313,12900000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100,2,5,2,0,0,0,0,0,0,0,0,0,0,0,66000,6600000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83,2,2,0,0,0,0,0,0,0,0,0,0,0,0,67469,5600000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
200,3,3,0,0,0,0,0,0,0,0,0,0,0,0,63000,12600000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
72,2,2,0,0,0,0,0,0,0,0,0,0,0,0,66666,4800000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
133,3,3,0,0,0,0,0,0,0,0,0,0,0,0,109022,14500000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
133,3,3,0,0,0,0,0,0,0,0,0,0,0,0,60150,8000000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
200,3,3,0,0,0,0,0,0,0,0,0,0,0,0,67500,13500000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167,4,3,0,0,0,0,0,0,0,0,0,0,0,0,71856,12000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,3,3,0,0,0,0,0,0,0,0,0,0,0,0,107000,21400000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,3,3,0,0,0,0,0,0,0,0,0,0,0,0,66917,8900000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
106,2,2,0,0,0,0,0,0,0,0,0,0,0,0,93396,9900000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,4,4,0,0,0,0,0,0,0,0,0,0,0,0,106250,8500000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
200,3,3,0,0,0,0,0,0,0,0,0,0,0,0,95000,19000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
200,4,3,0,0,0,0,0,0,0,0,0,0,0,0,122500,24500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
133,3,2,0,0,0,0,0,0,0,0,0,0,0,0,124060,16500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111,2,2,0,0,0,0,0,0,0,0,0,0,0,0,108108,12000000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
178,3,3,0,0,0,0,0,0,0,0,0,0,0,0,87078,15500000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167,3,3,3,1,1,1,1,1,0,0,1,1,0,1,149700,25000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
222,4,4,4,0,0,0,1,1,0,0,1,0,0,0,99099,22000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120,2,2,2,0,1,0,1,1,0,0,1,0,0,0,65000,7800000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150,3,3,3,1,1,1,1,1,0,0,1,1,1,1,150000,22500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
160,3,3,0,0,0,0,1,1,0,0,0,0,0,0,71249,11399999,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
194,4,3,4,1,1,1,1,1,0,0,1,1,1,1,136597,26500000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
217,4,3,4,0,1,0,0,1,0,0,1,0,0,0,80645,17500000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100,2,2,2,1,0,1,1,1,0,0,0,0,0,1,85000,8500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
153,3,3,3,1,1,1,1,1,0,0,1,1,0,1,84313,12900000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100,2,5,2,0,0,0,0,0,0,0,0,0,0,0,66000,6600000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
200,3,3,0,0,0,0,0,0,0,0,0,0,0,0,67500,13500000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167,4,3,0,0,0,0,0,0,0,0,0,0,0,0,71856,12000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,3,3,0,0,0,0,0,0,0,0,0,0,0,0,107000,21400000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,3,3,0,0,0,0,0,0,0,0,0,0,0,0,66917,8900000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
106,2,2,0,0,0,0,0,0,0,0,0,0,0,0,93396,9900000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,4,4,0,0,0,0,0,0,0,0,0,0,0,0,106250,8500000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
200,3,3,0,0,0,0,0,0,0,0,0,0,0,0,95000,19000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
200,4,3,0,0,0,0,0,0,0,0,0,0,0,0,122500,24500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
133,3,2,0,0,0,0,0,0,0,0,0,0,0,0,124060,16500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
240,4,4,0,0,0,0,0,0,0,0,0,0,0,0,120833,29000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
240,3,3,0,0,0,0,0,0,0,0,0,0,0,0,108333,26000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
178,3,3,0,0,0,0,0,0,0,0,0,0,0,0,89887,16000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120,2,2,0,0,0,0,0,0,0,0,0,0,0,0,100000,12000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
240,4,4,0,0,0,0,0,0,0,0,0,0,0,0,104166,25000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
144,3,3,0,0,0,0,0,0,0,0,0,0,0,0,59027,8500000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
240,5,5,0,0,0,0,0,0,0,0,0,0,0,0,108333,26000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
240,7,6,0,0,0,0,0,0,0,0,0,0,0,0,162500,39000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
350,4,4,0,0,0,0,0,0,0,0,0,0,0,0,71428,25000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
167,3,3,0,0,0,0,0,0,0,0,0,0,0,0,92814,15500000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167,3,4,0,0,0,0,0,0,0,0,0,0,0,0,56886,9500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,5,6,0,0,0,0,0,0,0,0,0,0,0,0,175000,21000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,6,4,0,0,0,0,0,0,0,0,0,0,0,0,150000,18000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
167,3,3,0,0,0,0,0,0,0,0,0,0,0,0,149700,25000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
117,2,2,0,0,0,0,0,0,0,0,0,0,0,0,94017,11000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
117,2,2,0,0,0,0,0,0,0,0,0,0,0,0,89743,10500000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
233,6,6,0,0,0,0,0,0,0,0,0,0,0,0,199570,46500000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
240,8,6,0,0,0,0,0,0,0,0,0,0,0,0,104166,25000000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,5,4,0,0,0,0,0,0,0,0,0,0,0,0,166666,20000000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,3,2,0,0,0,0,0,0,0,0,0,0,0,0,112500,13500000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
